Time (seconds)	Amplitude (radians)	Time uncertainty (seconds)	Amplitude uncertainty (radians)
197.467	0.45	0.008	0.02
198.6	0.45	0.008	0.02
206.4	0.44	0.008	0.02
200.8	0.44	0.008	0.02
203.067	0.44	0.008	0.02
205.267	0.44	0.008	0.02
201.933	0.44	0.008	0.02
204.167	0.44	0.008	0.02
208.633	0.43	0.008	0.02
209.767	0.43	0.008	0.02
207.5	0.43	0.008	0.02
212.0	0.43	0.008	0.02
210.867	0.42	0.008	0.02
215.333	0.42	0.008	0.02
214.233	0.42	0.008	0.02
213.1	0.42	0.008	0.02
216.467	0.42	0.008	0.02
217.567	0.41	0.008	0.02
218.7	0.41	0.008	0.02
220.933	0.41	0.008	0.02
219.8	0.41	0.008	0.02
222.033	0.4	0.008	0.02
225.367	0.4	0.008	0.02
224.267	0.4	0.008	0.02
223.167	0.4	0.008	0.02
226.467	0.4	0.008	0.02
233.2	0.4	0.008	0.02
234.267	0.39	0.008	0.02
227.633	0.39	0.008	0.02
229.833	0.39	0.008	0.02
228.733	0.39	0.008	0.02
235.433	0.39	0.008	0.02
232.067	0.39	0.008	0.02
230.933	0.38	0.008	0.02
237.633	0.38	0.008	0.02
236.533	0.37	0.008	0.02
242.1	0.37	0.008	0.02
241.0	0.37	0.008	0.02
239.867	0.37	0.008	0.02
238.767	0.37	0.008	0.02
244.3	0.37	0.008	0.02
243.2	0.37	0.008	0.02
248.8	0.36	0.008	0.02
245.433	0.36	0.008	0.02
247.667	0.36	0.008	0.02
246.533	0.35	0.008	0.02
249.9	0.35	0.008	0.02
252.133	0.35	0.008	0.02
251.0	0.35	0.008	0.02
254.367	0.35	0.008	0.02
253.233	0.34	0.008	0.02
258.8	0.34	0.008	0.02
255.467	0.34	0.008	0.02
256.567	0.34	0.008	0.02
262.167	0.34	0.008	0.02
259.933	0.34	0.008	0.02
257.7	0.34	0.008	0.02
261.033	0.33	0.008	0.02
265.467	0.33	0.008	0.02
264.367	0.33	0.008	0.02
263.267	0.33	0.008	0.02
267.7	0.33	0.008	0.02
266.6	0.33	0.008	0.02
268.833	0.32	0.008	0.02
272.167	0.32	0.008	0.02
269.933	0.32	0.008	0.02
271.033	0.32	0.008	0.02
273.3	0.32	0.008	0.02
274.4	0.32	0.008	0.02
275.5	0.32	0.008	0.02
278.833	0.31	0.008	0.02
276.633	0.31	0.008	0.02
281.067	0.31	0.008	0.02
277.733	0.31	0.008	0.02
283.267	0.31	0.008	0.02
279.967	0.3	0.008	0.02
282.167	0.3	0.008	0.02
285.5	0.3	0.008	0.02
284.367	0.3	0.008	0.02
288.833	0.3	0.008	0.02
286.6	0.3	0.008	0.02
287.733	0.3	0.008	0.02
289.967	0.29	0.008	0.02
291.067	0.29	0.008	0.02
292.167	0.29	0.008	0.02
294.4	0.29	0.008	0.02
295.533	0.29	0.008	0.02
293.3	0.29	0.008	0.02
296.633	0.28	0.008	0.02
301.1	0.28	0.008	0.02
297.733	0.28	0.008	0.02
298.833	0.28	0.008	0.02
299.967	0.28	0.008	0.02
305.5	0.28	0.008	0.02
302.2	0.28	0.008	0.02
304.4	0.27	0.008	0.02
308.833	0.27	0.008	0.02
303.3	0.27	0.008	0.02
307.733	0.27	0.008	0.02
306.633	0.27	0.008	0.02
311.1	0.26	0.008	0.02
312.2	0.26	0.008	0.02
309.967	0.26	0.008	0.02
315.533	0.26	0.008	0.02
313.3	0.26	0.008	0.02
314.4	0.26	0.008	0.02
317.733	0.25	0.008	0.02
319.967	0.25	0.008	0.02
316.633	0.25	0.008	0.02
321.067	0.25	0.008	0.02
318.867	0.25	0.008	0.02
324.4	0.24	0.008	0.02
322.2	0.24	0.008	0.02
323.3	0.24	0.008	0.02
326.6	0.24	0.008	0.02
328.833	0.24	0.008	0.02
325.5	0.24	0.008	0.02
329.933	0.23	0.008	0.02
327.733	0.23	0.008	0.02
333.267	0.23	0.008	0.02
332.167	0.23	0.008	0.02
331.067	0.23	0.008	0.02
336.6	0.23	0.008	0.02
335.5	0.23	0.008	0.02
334.4	0.22	0.008	0.02
337.733	0.22	0.008	0.02
338.867	0.22	0.008	0.02
339.933	0.22	0.008	0.02
341.067	0.21	0.008	0.02
344.367	0.21	0.008	0.02
342.167	0.21	0.008	0.02
343.267	0.21	0.008	0.02
345.5	0.21	0.008	0.02
347.7	0.21	0.008	0.02
346.6	0.2	0.008	0.02
349.933	0.2	0.008	0.02
348.833	0.2	0.008	0.02
351.067	0.2	0.008	0.02
352.133	0.19	0.008	0.02
353.267	0.19	0.008	0.02
354.367	0.19	0.008	0.02
355.5	0.19	0.008	0.02
356.6	0.18	0.008	0.02
357.7	0.18	0.008	0.02
359.933	0.18	0.008	0.02
358.8	0.18	0.008	0.02
361.033	0.17	0.008	0.02
362.133	0.17	0.008	0.02
363.233	0.17	0.008	0.02
364.367	0.16	0.008	0.02
365.467	0.16	0.008	0.02
366.567	0.15	0.008	0.02
367.667	0.15	0.008	0.02
368.8	0.14	0.008	0.02
369.9	0.14	0.008	0.02
369.367	-0.2	0.008	0.02
368.267	-0.2	0.008	0.02
367.133	-0.21	0.008	0.02
366.033	-0.21	0.008	0.02
364.933	-0.22	0.008	0.02
363.8	-0.22	0.008	0.02
362.7	-0.23	0.008	0.02
361.6	-0.23	0.008	0.02
360.5	-0.23	0.008	0.02
359.367	-0.24	0.008	0.02
358.267	-0.24	0.008	0.02
357.167	-0.24	0.008	0.02
356.033	-0.24	0.008	0.02
354.933	-0.25	0.008	0.02
353.833	-0.25	0.008	0.02
350.5	-0.25	0.008	0.02
351.633	-0.25	0.008	0.02
352.733	-0.25	0.008	0.02
349.367	-0.26	0.008	0.02
348.3	-0.26	0.008	0.02
347.167	-0.27	0.008	0.02
346.067	-0.27	0.008	0.02
344.933	-0.27	0.008	0.02
343.833	-0.27	0.008	0.02
342.733	-0.27	0.008	0.02
341.6	-0.27	0.008	0.02
340.5	-0.28	0.008	0.02
339.4	-0.28	0.008	0.02
337.2	-0.28	0.008	0.02
338.3	-0.28	0.008	0.02
334.967	-0.29	0.008	0.02
336.067	-0.29	0.008	0.02
333.867	-0.29	0.008	0.02
332.733	-0.29	0.008	0.02
331.6	-0.29	0.008	0.02
330.5	-0.29	0.008	0.02
329.4	-0.29	0.008	0.02
328.3	-0.3	0.008	0.02
326.067	-0.3	0.008	0.02
327.2	-0.3	0.008	0.02
323.867	-0.3	0.008	0.02
322.733	-0.31	0.008	0.02
324.967	-0.31	0.008	0.02
321.633	-0.31	0.008	0.02
319.4	-0.31	0.008	0.02
320.5	-0.31	0.008	0.02
318.3	-0.31	0.008	0.02
317.2	-0.31	0.008	0.02
316.067	-0.31	0.008	0.02
314.967	-0.32	0.008	0.02
312.733	-0.32	0.008	0.02
313.833	-0.32	0.008	0.02
311.633	-0.32	0.008	0.02
309.4	-0.32	0.008	0.02
310.5	-0.33	0.008	0.02
308.3	-0.33	0.008	0.02
307.167	-0.33	0.008	0.02
306.067	-0.33	0.008	0.02
304.967	-0.33	0.008	0.02
302.733	-0.33	0.008	0.02
303.833	-0.34	0.008	0.02
300.5	-0.34	0.008	0.02
301.633	-0.34	0.008	0.02
299.4	-0.34	0.008	0.02
297.167	-0.34	0.008	0.02
296.067	-0.34	0.008	0.02
298.3	-0.34	0.008	0.02
294.967	-0.34	0.008	0.02
293.833	-0.35	0.008	0.02
292.733	-0.35	0.008	0.02
291.633	-0.35	0.008	0.02
289.4	-0.35	0.008	0.02
290.5	-0.35	0.008	0.02
288.3	-0.36	0.008	0.02
286.067	-0.36	0.008	0.02
287.167	-0.36	0.008	0.02
284.933	-0.36	0.008	0.02
283.833	-0.36	0.008	0.02
282.7	-0.36	0.008	0.02
281.633	-0.36	0.008	0.02
280.5	-0.37	0.008	0.02
279.367	-0.37	0.008	0.02
276.067	-0.37	0.008	0.02
277.167	-0.37	0.008	0.02
278.3	-0.37	0.008	0.02
274.933	-0.38	0.008	0.02
273.8	-0.38	0.008	0.02
272.7	-0.38	0.008	0.02
270.5	-0.38	0.008	0.02
271.6	-0.38	0.008	0.02
268.267	-0.38	0.008	0.02
269.367	-0.38	0.008	0.02
266.033	-0.39	0.008	0.02
267.167	-0.39	0.008	0.02
263.8	-0.39	0.008	0.02
264.933	-0.39	0.008	0.02
262.667	-0.39	0.008	0.02
261.6	-0.4	0.008	0.02
259.367	-0.4	0.008	0.02
260.467	-0.4	0.008	0.02
258.233	-0.4	0.008	0.02
257.133	-0.4	0.008	0.02
256.0	-0.4	0.008	0.02
251.567	-0.41	0.008	0.02
254.9	-0.41	0.008	0.02
253.8	-0.41	0.008	0.02
252.667	-0.41	0.008	0.02
249.333	-0.41	0.008	0.02
250.467	-0.41	0.008	0.02
248.2	-0.41	0.008	0.02
247.1	-0.42	0.008	0.02
246.0	-0.42	0.008	0.02
243.767	-0.42	0.008	0.02
241.533	-0.42	0.008	0.02
244.867	-0.42	0.008	0.02
242.633	-0.42	0.008	0.02
240.433	-0.43	0.008	0.02
238.2	-0.43	0.008	0.02
239.3	-0.43	0.008	0.02
233.733	-0.43	0.008	0.02
237.1	-0.43	0.008	0.02
235.967	-0.43	0.008	0.02
234.833	-0.44	0.008	0.02
232.6	-0.44	0.008	0.02
231.5	-0.44	0.008	0.02
230.367	-0.45	0.008	0.02
228.167	-0.45	0.008	0.02
229.3	-0.45	0.008	0.02
223.7	-0.45	0.008	0.02
227.033	-0.45	0.008	0.02
224.8	-0.45	0.008	0.02
225.933	-0.46	0.008	0.02
222.567	-0.46	0.008	0.02
221.467	-0.46	0.008	0.02
191.3	-0.46	0.008	0.02
220.367	-0.46	0.008	0.02
219.267	-0.46	0.008	0.02
192.433	-0.46	0.008	0.02
190.2	-0.46	0.008	0.02
218.133	-0.47	0.008	0.02
189.067	-0.47	0.008	0.02
214.767	-0.47	0.008	0.02
215.9	-0.47	0.008	0.02
217.0	-0.47	0.008	0.02
213.667	-0.48	0.008	0.02
212.567	-0.48	0.008	0.02
211.433	-0.48	0.008	0.02
185.7	-0.48	0.008	0.02
187.967	-0.48	0.008	0.02
210.3	-0.48	0.008	0.02
183.467	-0.48	0.008	0.02
182.333	-0.48	0.008	0.02
209.2	-0.48	0.008	0.02
206.967	-0.48	0.008	0.02
184.567	-0.49	0.008	0.02
208.1	-0.49	0.008	0.02
181.233	-0.49	0.008	0.02
204.733	-0.49	0.008	0.02
200.267	-0.49	0.008	0.02
205.833	-0.49	0.008	0.02
186.833	-0.49	0.008	0.02
202.5	-0.49	0.008	0.02
201.4	-0.49	0.008	0.02
203.6	-0.49	0.008	0.02
180.1	-0.5	0.008	0.02
174.5	-0.5	0.008	0.02
199.133	-0.5	0.008	0.02
179.0	-0.5	0.008	0.02
176.733	-0.5	0.008	0.02
198.0	-0.5	0.008	0.02
177.867	-0.5	0.008	0.02
175.633	-0.5	0.008	0.02
173.4	-0.51	0.008	0.02
172.267	-0.51	0.008	0.02
196.9	-0.51	0.008	0.02
193.533	-0.51	0.008	0.02
195.767	-0.51	0.008	0.02
194.667	-0.51	0.008	0.02
167.767	-0.52	0.008	0.02
171.133	-0.52	0.008	0.02
170.033	-0.52	0.008	0.02
168.9	-0.52	0.008	0.02
166.633	-0.52	0.008	0.02
165.533	-0.53	0.008	0.02
162.167	-0.53	0.008	0.02
163.267	-0.53	0.008	0.02
161.033	-0.54	0.008	0.02
159.9	-0.54	0.008	0.02
157.667	-0.55	0.008	0.02
164.4	-0.55	0.008	0.02
158.8	-0.55	0.008	0.02
155.433	-0.55	0.008	0.02
156.533	-0.56	0.008	0.02
150.933	-0.57	0.008	0.02
154.3	-0.57	0.008	0.02
153.167	-0.57	0.008	0.02
152.067	-0.57	0.008	0.02
149.8	-0.58	0.008	0.02
148.667	-0.58	0.008	0.02
147.533	-0.58	0.008	0.02
146.4	-0.59	0.008	0.02
145.267	-0.59	0.008	0.02
144.167	-0.59	0.008	0.02
141.9	-0.6	0.008	0.02
143.033	-0.6	0.008	0.02
140.8	-0.6	0.008	0.02
139.667	-0.61	0.008	0.02
135.133	-0.61	0.008	0.02
138.533	-0.62	0.008	0.02
136.267	-0.62	0.008	0.02
132.9	-0.62	0.008	0.02
131.767	-0.63	0.008	0.02
129.5	-0.63	0.008	0.02
130.633	-0.63	0.008	0.02
137.4	-0.64	0.008	0.02
128.367	-0.64	0.008	0.02
126.1	-0.64	0.008	0.02
134.033	-0.65	0.008	0.02
124.967	-0.65	0.008	0.02
122.733	-0.66	0.008	0.02
120.433	-0.66	0.008	0.02
127.233	-0.66	0.008	0.02
118.167	-0.67	0.008	0.02
123.833	-0.68	0.008	0.02
117.033	-0.68	0.008	0.02
121.567	-0.68	0.008	0.02
115.9	-0.68	0.008	0.02
114.8	-0.68	0.008	0.02
113.633	-0.69	0.008	0.02
119.333	-0.69	0.008	0.02
112.5	-0.69	0.008	0.02
111.367	-0.7	0.008	0.02
110.233	-0.7	0.008	0.02
109.1	-0.71	0.008	0.02
106.833	-0.71	0.008	0.02
107.967	-0.71	0.008	0.02
105.7	-0.72	0.008	0.02
104.567	-0.73	0.008	0.02
103.4	-0.73	0.008	0.02
100.0	-0.74	0.008	0.02
101.133	-0.74	0.008	0.02
98.867	-0.74	0.008	0.02
97.7	-0.75	0.008	0.02
102.267	-0.75	0.008	0.02
96.6	-0.75	0.008	0.02
95.433	-0.76	0.008	0.02
93.167	-0.76	0.008	0.02
90.867	-0.77	0.008	0.02
94.3	-0.79	0.008	0.02
86.267	-0.79	0.008	0.02
82.833	-0.8	0.008	0.02
92.0	-0.81	0.008	0.02
89.733	-0.81	0.008	0.02
80.533	-0.82	0.008	0.02
88.6	-0.82	0.008	0.02
81.7	-0.82	0.008	0.02
87.433	-0.82	0.008	0.02
85.133	-0.83	0.008	0.02
78.233	-0.84	0.008	0.02
84.0	-0.84	0.008	0.02
77.1	-0.84	0.008	0.02
74.767	-0.84	0.008	0.02
73.633	-0.85	0.008	0.02
75.933	-0.85	0.008	0.02
72.467	-0.85	0.008	0.02
79.4	-0.86	0.008	0.02
69.033	-0.88	0.008	0.02
67.867	-0.88	0.008	0.02
66.7	-0.89	0.008	0.02
65.533	-0.9	0.008	0.02
71.333	-0.9	0.008	0.02
64.367	-0.9	0.008	0.02
63.2	-0.91	0.008	0.02
62.067	-0.91	0.008	0.02
60.9	-0.92	0.008	0.02
59.733	-0.93	0.008	0.02
57.4	-0.93	0.008	0.02
56.233	-0.95	0.008	0.02
52.733	-0.96	0.008	0.02
53.9	-0.96	0.008	0.02
51.567	-0.97	0.008	0.02
50.367	-0.98	0.008	0.02
49.233	-0.98	0.008	0.02
48.033	-0.99	0.008	0.02
46.867	-0.99	0.008	0.02
55.067	-1.0	0.008	0.02
45.7	-1.0	0.008	0.02
44.5	-1.01	0.008	0.02
40.967	-1.04	0.008	0.02
39.8	-1.05	0.008	0.02
38.6	-1.06	0.008	0.02
37.4	-1.07	0.008	0.02
42.167	-1.08	0.008	0.02
36.233	-1.08	0.008	0.02
32.667	-1.11	0.008	0.02
35.033	-1.11	0.008	0.02
31.467	-1.13	0.008	0.02
29.067	-1.16	0.008	0.02
27.867	-1.17	0.008	0.02
26.667	-1.17	0.008	0.02
25.467	-1.19	0.008	0.02
21.833	-1.21	0.008	0.02
24.233	-1.21	0.008	0.02
23.033	-1.22	0.008	0.02
20.6	-1.23	0.008	0.02
19.4	-1.23	0.008	0.02
18.2	-1.25	0.008	0.02
16.967	-1.27	0.008	0.02
15.733	-1.27	0.008	0.02
13.3	-1.3	0.008	0.02
14.5	-1.3	0.008	0.02
10.8	-1.32	0.008	0.02
12.067	-1.32	0.008	0.02
9.567	-1.34	0.008	0.02
8.333	-1.36	0.008	0.02
7.1	-1.38	0.008	0.02
5.833	-1.42	0.008	0.02
4.567	-1.42	0.008	0.02
3.333	-1.45	0.008	0.02
2.067	-1.47	0.008	0.02
0.8	-1.49	0.008	0.02
