t (seconds)	θ (degrees)
16.316665	-5.543598
16.325	-6.324129
16.333335	-7.059473
16.341665	-7.785081
16.35	-8.589333
16.358335	-9.303538
16.366665	-10.09213
16.375	-10.69215
16.383335	-11.37771
16.391665	-11.96032
16.4	-12.49494
16.408335	-13.11732
16.416665	-13.65228
16.425	-14.11797
16.433335	-14.53305
16.441665	-14.94534
16.45	-15.38864
16.458335	-15.79869
16.466665	-16.09806
16.475	-16.32015
16.483335	-16.56605
16.491665	-16.68729
16.5	-16.88365
16.508335	-16.98205
16.516665	-17.0274
16.525	-17.03927
16.533335	-17.02248
16.541665	-16.99813
16.55	-16.9531
16.558335	-16.90045
16.566665	-16.88902
16.575	-16.75125
16.583335	-16.58445
16.591665	-16.29656
16.6	-16.00903
16.608335	-15.70844
16.616665	-15.42285
16.625	-15.06481
16.633335	-14.6792
16.641665	-14.25386
16.65	-13.73292
16.658335	-13.2184
16.666665	-12.60143
16.675	-11.96116
16.683335	-11.35028
16.691665	-10.68251
16.7	-10.06797
16.708335	-9.423412
16.716665	-8.644281
16.725	-7.896277
16.733335	-7.119433
16.741665	-6.338573
16.75	-5.516208
16.758335	-4.760287
16.766665	-3.948612
16.775	-3.18109
16.783335	-2.395306
16.791665	-1.589721
16.8	-0.811796
16.808335	-0.002792
16.816665	0.749634
16.825	1.526595
16.833335	2.325942
16.841665	3.103971
16.85	3.915343
16.858335	4.69869
16.866665	5.462173
16.875	6.291173
16.883335	7.03936
16.891665	7.736706
16.9	8.494767
16.908335	9.188535
16.916665	9.832105
16.925	10.46855
16.933335	11.1208
16.941665	11.75983
16.95	12.43212
16.958335	12.94116
16.966665	13.42607
16.975	13.89208
16.983335	14.3767
16.991665	14.85588
17.0	15.19108
17.008335	15.50804
17.016665	15.8565
17.025	16.13598
17.033335	16.44106
17.041665	16.63455
17.05	16.83544
17.058335	16.88805
17.066665	17.09307
17.075	17.16715
17.083335	17.19344
17.091665	17.16733
17.1	17.14652
17.108335	17.09074
17.116665	17.02073
17.125	16.76143
17.133335	16.66805
17.141665	16.34411
17.15	16.06633
17.158335	15.74772
17.166665	15.40162
17.175	14.99891
17.183335	14.61703
17.191665	14.19928
17.2	13.68968
17.208335	13.11154
17.216665	12.57122
17.225	12.02247
17.233335	11.44196
17.241665	10.77346
17.25	10.088224
17.258335	9.369119
17.266665	8.671988
17.275	7.979222
17.283335	7.259944
17.291665	6.476143
17.3	5.779172
17.308335	4.94046
17.316665	4.118977
17.325	3.29726
17.333335	2.461285
17.341665	1.622821
17.35	0.840835
17.358335	0.063756
17.366665	-0.728286
17.375	-1.546071
17.383335	-2.311731
17.391665	-3.092045
17.4	-3.886926
17.408335	-4.662741
17.416665	-5.393263
17.425	-6.161483
17.433335	-6.934201
17.441665	-7.672198
17.45	-8.428857
17.458335	-9.157856
17.466665	-9.89912
17.475	-10.52191
17.483335	-11.15724
17.491665	-11.79305
17.5	-12.38528
17.508335	-12.92422
17.516665	-13.43658
17.525	-13.9445
17.533335	-14.42318
17.541665	-14.79541
17.55	-15.23361
17.558335	-15.61402
17.566665	-15.97335
17.575	-16.20553
17.583335	-16.39654
17.591665	-16.69736
17.6	-16.78049
17.608335	-16.94498
17.616665	-17.01795
17.625	-17.08221
17.633335	-17.13313
17.641665	-17.07874
17.65	-17.05621
17.658335	-17.01104
17.666665	-16.81907
17.675	-16.77226
17.683335	-16.55205
17.691665	-16.35452
17.7	-16.04638
17.708335	-15.74358
17.716665	-15.33987
17.725	-14.99544
17.733335	-14.52465
17.741665	-14.02151
17.75	-13.5731
17.758335	-13.05901
17.766665	-12.54761
17.775	-11.99939
17.783335	-11.42574
17.791665	-10.8312
17.8	-10.21741
17.808335	-9.510954
17.816665	-8.785059
17.825	-8.001409
17.833335	-7.245753
17.841665	-6.485655
17.85	-5.6828
17.858335	-4.89754
17.866665	-4.100902
17.875	-3.326427
17.883335	-2.557687
17.891665	-1.752111
17.9	-0.979142
17.908335	-0.203267
17.916665	0.59653
17.925	1.380404
17.933335	2.152781
17.941665	2.95784
17.95	3.728844
17.958335	4.516662
17.966665	5.294419
17.975	6.065426
17.983335	6.783928
17.991665	7.502811
18.0	8.176452
18.008335	8.854584
18.016665	9.502092
18.025	10.139093
18.033335	10.78035
18.041665	11.41736
18.05	11.95798
18.058335	12.54248
18.066665	13.05152
18.075	13.55502
18.083335	13.96933
18.091665	14.38217
18.1	14.73419
18.108335	15.16293
18.116665	15.47429
18.125	15.7988
18.133335	16.10172
18.141665	16.24793
18.15	16.37998
18.158335	16.56427
18.166665	16.66072
18.175	16.71516
18.183335	16.82847
18.191665	16.82263
18.2	16.77387
18.208335	16.74349
18.216665	16.68216
18.225	16.45815
18.233335	16.22825
18.241665	16.06526
18.25	15.73157
18.258335	15.47013
18.266665	15.00044
18.275	14.63891
18.283335	14.25238
18.291665	13.84533
18.3	13.30414
18.308335	12.7807
18.316665	12.19211
18.325	11.67576
18.333335	11.11575
18.341665	10.48438
18.35	9.849333
18.358335	9.158441
18.366665	8.524175
18.375	7.79795
18.383335	7.097232
18.391665	6.416542
18.4	5.618215
18.408335	4.912016
18.416665	4.115967
18.425	3.298206
18.433335	2.469232
18.441665	1.657625
18.45	0.862755
18.458335	0.062432
18.466665	-0.746168
18.475	-1.552807
18.483335	-2.273749
18.491665	-3.102198
18.5	-3.876939
18.508335	-4.622476
18.516665	-5.373831
18.525	-6.156465
18.533335	-6.952762
18.541665	-7.64156
18.55	-8.403874
18.558335	-9.152907
18.566665	-9.8179
18.575	-10.4713
18.583335	-11.1193
18.591665	-11.68051
18.6	-12.26316
18.608335	-12.83038
18.616665	-13.36987
18.625	-13.89237
18.633335	-14.39042
18.641665	-14.7681
18.65	-15.14847
18.658335	-15.5502
18.666665	-15.80977
18.675	-16.13244
18.683335	-16.39575
18.691665	-16.55275
18.7	-16.70903
18.708335	-16.83526
18.716665	-16.88491
18.725	-16.8903
18.733335	-17.00162
18.741665	-16.98512
18.75	-16.95844
18.758335	-16.90168
18.766665	-16.75738
18.775	-16.666
18.783335	-16.46623
18.791665	-16.18816
18.8	-15.88443
18.808335	-15.57968
18.816665	-15.28158
18.825	-14.95411
18.833335	-14.46598
18.841665	-13.9825
18.85	-13.50825
18.858335	-12.9321
18.866665	-12.44271
18.875	-11.80241
18.883335	-11.23397
18.891665	-10.50833
18.9	-9.94773
18.908335	-9.270797
18.916665	-8.503696
18.925	-7.786891
18.933335	-7.056156
18.941665	-6.341121
18.95	-5.507836
18.958335	-4.760541
18.966665	-3.967411
18.975	-3.186224
18.983335	-2.395715
18.991665	-1.599064
19.0	-0.833917
19.008335	-0.044759
19.016665	0.73999
19.025	1.527774
19.033335	2.32454
19.041665	3.106381
19.05	3.880285
19.058335	4.700004
19.066665	5.450109
19.075	6.269934
19.083335	7.049521
19.091665	7.745069
19.1	8.487044
19.108335	9.171393
19.116665	9.821163
19.125	10.46905
19.133335	11.10456
19.141665	11.75674
19.15	12.28514
19.158335	12.76252
19.166665	13.24863
19.175	13.70673
19.183335	14.2105
19.191665	14.66117
19.2	15.02528
19.208335	15.33896
19.216665	15.60853
19.225	15.97713
19.233335	16.24326
19.241665	16.4505
19.25	16.64186
19.258335	16.7346
19.266665	16.85644
19.275	16.92541
19.283335	17.02515
19.291665	17.01758
19.3	16.97703
19.308335	16.93625
19.316665	16.87532
19.325	16.65667
19.333335	16.40854
19.341665	16.19035
19.35	15.88283
19.358335	15.58624
19.366665	15.23462
19.375	14.84153
19.383335	14.42085
19.391665	14.03154
19.4	13.52444
19.408335	12.97211
19.416665	12.41142
19.425	11.82205
19.433335	11.19036
19.441665	10.63135
19.45	9.911977
19.458335	9.238423
19.466665	8.528719
19.475	7.827169
19.483335	7.146904
19.491665	6.442554
19.5	5.641387
19.508335	4.930111
19.516665	4.111392
19.525	3.306034
19.533335	2.477328
19.541665	1.682776
19.55	0.858672
19.558335	0.042706
19.566665	-0.707377
19.575	-1.522309
19.583335	-2.317302
19.591665	-3.095897
19.6	-3.886752
19.608335	-4.668656
19.616665	-5.403466
19.625	-6.169239
19.633335	-6.941211
19.641665	-7.647427
19.65	-8.44514
19.658335	-9.185446
19.666665	-9.81276
19.675	-10.52009
19.683335	-11.08338
19.691665	-11.67322
19.7	-12.24643
19.708335	-12.83236
19.716665	-13.3975
19.725	-13.8098
19.733335	-14.26306
19.741665	-14.68208
19.75	-15.10403
19.758335	-15.38936
19.766665	-15.67379
19.775	-15.90696
19.783335	-16.21789
19.791665	-16.43072
19.8	-16.52713
19.808335	-16.75327
19.816665	-16.74228
19.825	-16.74247
19.833335	-16.73128
19.841665	-16.7025
19.85	-16.65814
19.858335	-16.60012
19.866665	-16.49688
19.875	-16.28845
19.883335	-16.13633
19.891665	-15.81625
19.9	-15.45303
19.908335	-15.14434
19.916665	-14.80738
19.925	-14.43709
19.933335	-14.04156
19.941665	-13.61085
19.95	-13.10776
19.958335	-12.62492
19.966665	-12.12243
19.975	-11.5202
19.983335	-11.21664
19.991665	-10.55181
20.0	-9.94601
20.008335	-9.278078
20.016665	-8.667129
20.025	-8.017826
20.033335	-7.266219
20.041665	-6.497173
20.05	-5.729884
20.058335	-4.913565
20.066665	-4.141307
20.075	-3.356499
20.083335	-2.589087
20.091665	-1.7471
20.1	-1.019156
20.108335	-0.205482
20.116665	0.589987
20.125	1.334199
20.133335	2.142792
20.141665	2.942182
20.15	3.709042
20.158335	4.495017
20.166665	5.284219
20.175	6.10163
20.183335	6.887958
20.191665	7.558736
20.2	8.326659
20.208335	8.965051
20.216665	9.624832
20.225	10.28845
20.233335	10.93197
20.241665	11.55615
20.25	12.08951
20.258335	12.6472
20.266665	13.21173
20.275	13.68462
20.283335	14.17097
20.291665	14.64242
20.3	14.98586
20.308335	15.29961
20.316665	15.63327
20.325	15.93707
20.333335	16.22463
20.341665	16.4431
20.35	16.62092
20.358335	16.74309
20.366665	16.92326
20.375	17.01245
20.383335	16.97049
20.391665	16.97235
20.4	16.94876
20.408335	16.89323
20.416665	16.76106
20.425	16.6474
20.433335	16.44022
20.441665	16.19794
20.45	15.92493
20.458335	15.61959
20.466665	15.22795
20.475	14.83648
20.483335	14.40959
20.491665	14.01386
20.5	13.49358
20.508335	13.07861
20.516665	12.54592
20.525	11.99004
20.533335	11.44863
20.541665	10.91402
20.55	10.218657
20.558335	9.502452
20.566665	8.845675
20.575	8.13508
20.583335	7.475316
20.591665	6.724734
20.6	5.965662
20.608335	5.227394
20.616665	4.481231
20.625	3.733025
20.633335	2.97812
20.641665	2.154668
20.65	1.348386
20.658335	0.543714
20.666665	-0.261545
20.675	-1.052354
20.683335	-1.827593
20.691665	-2.599654
20.7	-3.380557
20.708335	-4.142327
20.716665	-4.913544
20.725	-5.703464
20.733335	-6.389905
20.741665	-7.201944
20.75	-7.93808
20.758335	-8.677583
20.766665	-9.394468
20.775	-10.01302
20.783335	-10.60215
20.791665	-11.18408
20.8	-11.78716
20.808335	-12.34792
20.816665	-12.8985
20.825	-13.38087
20.833335	-13.83318
20.841665	-14.23659
20.85	-14.62158
20.858335	-15.01666
20.866665	-15.34422
20.875	-15.6145
20.883335	-15.8561
20.891665	-16.12893
20.9	-16.24061
20.908335	-16.40208
20.916665	-16.47195
20.925	-16.61278
20.933335	-16.70152
20.941665	-16.69302
20.95	-16.6669
20.958335	-16.63412
20.966665	-16.55079
20.975	-16.34226
20.983335	-16.14418
20.991665	-15.94433
21.0	-15.6286
21.008335	-15.29641
21.016665	-15.00418
21.025	-14.70771
21.033335	-14.22399
21.041665	-13.7973
21.05	-13.32181
21.058335	-12.84542
21.066665	-12.28536
21.075	-11.71175
21.083335	-11.1672
21.091665	-10.53561
21.1	-9.91832
21.108335	-9.288699
21.116665	-8.665758
21.125	-8.026789
21.133335	-7.218673
21.141665	-6.485689
21.15	-5.706741
21.158335	-4.916574
21.166665	-4.140625
21.175	-3.325744
21.183335	-2.560273
21.191665	-1.782264
21.2	-1.006811
21.208335	-0.234629
21.216665	0.570525
21.225	1.347122
21.233335	2.135719
21.241665	2.943212
21.25	3.70642
21.258335	4.483552
21.266665	5.304085
21.275	6.053501
21.283335	6.739378
21.291665	7.395992
21.3	8.059105
21.308335	8.698074
21.316665	9.319115
21.325	9.96938
21.333335	10.61253
21.341665	11.24749
21.35	11.7744
21.358335	12.26268
21.366665	12.7238
21.375	13.21261
21.383335	13.67153
21.391665	13.98005
21.4	14.40817
21.408335	14.69244
21.416665	15.05606
21.425	15.37378
21.433335	15.62097
21.441665	15.88228
21.45	16.07417
21.458335	16.24777
21.466665	16.38897
21.475	16.41538
21.483335	16.52916
21.491665	16.50434
21.5	16.47837
21.508335	16.42767
21.516665	16.38113
21.525	16.18422
21.533335	15.88361
21.541665	15.72444
21.55	15.43952
21.558335	15.13225
21.566665	14.80432
21.575	14.44403
21.583335	14.04231
21.591665	13.66165
21.6	13.15123
21.608335	12.69579
21.616665	12.1953
21.625	11.64579
21.633335	11.12646
21.641665	10.54551
21.65	9.863221
21.658335	9.179407
21.666665	8.494911
21.675	7.800381
21.683335	7.112168
21.691665	6.418349
21.7	5.749909
21.708335	4.953169
21.716665	4.254226
21.725	3.434879
21.733335	2.653915
21.741665	1.836779
21.75	1.031975
21.758335	0.245007
21.766665	-0.553174
21.775	-1.317472
21.783335	-2.11372
21.791665	-2.890054
21.8	-3.666848
21.808335	-4.402289
21.816665	-5.209864
21.825	-5.918613
21.833335	-6.697415
21.841665	-7.43428
21.85	-8.157929
21.858335	-8.786913
21.866665	-9.492159
21.875	-10.08399
21.883335	-10.67995
21.891665	-11.2737
21.9	-11.87515
21.908335	-12.43141
21.916665	-12.92948
21.925	-13.43053
21.933335	-13.85394
21.941665	-14.30321
21.95	-14.7156
21.958335	-15.04541
21.966665	-15.418
21.975	-15.65849
21.983335	-15.88738
21.991665	-16.04435
22.0	-16.24536
22.008335	-16.31478
22.016665	-16.3792
22.025	-16.48708
22.033335	-16.55523
22.041665	-16.57693
22.05	-16.53855
22.058335	-16.48657
22.066665	-16.43033
22.075	-16.24948
22.083335	-15.99662
22.091665	-15.82035
22.1	-15.50742
22.108335	-15.2464
22.116665	-14.84768
22.125	-14.4695
22.133335	-14.09259
22.141665	-13.67013
22.15	-13.21267
22.158335	-12.72737
22.166665	-12.14844
22.175	-11.64153
22.183335	-11.02447
22.191665	-10.4117
22.2	-9.79774
22.208335	-9.1014
22.216665	-8.394109
22.225	-7.707749
22.233335	-6.932895
22.241665	-6.201542
22.25	-5.540788
22.258335	-4.737901
22.266665	-3.968786
22.275	-3.19444
22.283335	-2.426507
22.291665	-1.656872
22.3	-0.853055
22.308335	-0.055065
22.316665	0.705501
22.325	1.488478
22.333335	2.266982
22.341665	3.083131
22.35	3.86688
22.358335	4.658347
22.366665	5.425159
22.375	6.135902
22.383335	6.849929
22.391665	7.551582
22.4	8.188817
22.408335	8.834753
22.416665	9.481022
22.425	10.138147
22.433335	10.77432
22.441665	11.41629
22.45	11.91675
22.458335	12.40268
22.466665	12.91584
22.475	13.40655
22.483335	13.8562
22.491665	14.20096
22.5	14.55431
22.508335	14.8573
22.516665	15.16414
22.525	15.48763
22.533335	15.82438
22.541665	15.91786
22.55	16.13344
22.558335	16.27596
22.566665	16.39635
22.575	16.43298
22.583335	16.52218
22.591665	16.53674
22.6	16.52146
22.608335	16.46309
22.616665	16.41893
22.625	16.26625
22.633335	16.12132
22.641665	15.83669
22.65	15.55347
22.658335	15.29154
22.666665	14.88306
22.675	14.52673
22.683335	14.16085
22.691665	13.71107
22.7	13.21563
22.708335	12.64477
22.716665	12.11261
22.725	11.558
22.733335	11.02748
22.741665	10.45676
22.75	9.776623
22.758335	9.104866
22.766665	8.392139
22.775	7.70387
22.783335	7.012153
22.791665	6.322133
22.8	5.650089
22.808335	4.942773
22.816665	4.158714
22.825	3.354535
22.833335	2.511141
22.841665	1.729431
22.85	0.897394
22.858335	0.048859
22.866665	-0.706322
22.875	-1.494962
22.883335	-2.305976
22.891665	-3.066831
22.9	-3.840381
22.908335	-4.622972
22.916665	-5.354408
22.925	-6.141088
22.933335	-6.848665
22.941665	-7.534262
22.95	-8.210253
22.958335	-8.88192
22.966665	-9.584747
22.975	-10.17993
22.983335	-10.76506
22.991665	-11.36315
23.0	-11.8896
23.008335	-12.50552
23.016665	-12.91572
23.025	-13.39484
23.033335	-13.73579
23.041665	-14.23399
23.05	-14.58675
23.058335	-14.9052
23.066665	-15.2932
23.075	-15.58438
23.083335	-15.80068
23.091665	-15.97413
23.1	-16.17336
23.108335	-16.31384
23.116665	-16.40198
23.125	-16.44137
23.133335	-16.50251
23.141665	-16.50263
23.15	-16.46057
23.158335	-16.4021
23.166665	-16.30385
23.175	-16.18123
23.183335	-16.04768
23.191665	-15.72465
23.2	-15.40201
23.208335	-15.1232
23.216665	-14.68
23.225	-14.34342
23.233335	-13.94165
23.241665	-13.47465
23.25	-12.98094
23.258335	-12.48491
23.266665	-11.96734
23.275	-11.37674
23.283335	-10.76093
23.291665	-10.12289
23.3	-9.501033
23.308335	-8.830668
23.316665	-8.196144
23.325	-7.479335
23.333335	-6.77777
23.341665	-6.059663
23.35	-5.262817
23.358335	-4.486945
23.366665	-3.711
23.375	-2.928927
23.383335	-2.106292
23.391665	-1.369684
23.4	-0.565938
23.408335	-0.162781
23.416665	0.563611
23.425	1.335984
23.433335	2.106619
23.441665	2.922349
23.45	3.677014
23.458335	4.488208
23.466665	5.295109
23.475	6.099154
23.483335	6.840959
23.491665	7.559465
23.5	8.190113
23.508335	8.835576
23.516665	9.4933
23.525	10.126506
23.533335	10.77598
23.541665	11.38979
23.55	11.96112
23.558335	12.5448
23.566665	13.08346
23.575	13.54876
23.583335	14.02364
23.591665	14.38691
23.6	14.81132
23.608335	15.20058
23.616665	15.50478
23.625	15.81803
23.633335	16.00425
23.641665	16.24247
23.65	16.45255
23.658335	16.64792
23.666665	16.71269
23.675	16.86634
23.683335	16.84993
23.691665	16.85798
23.7	16.83271
23.708335	16.78558
23.716665	16.68012
23.725	16.48609
23.733335	16.34541
23.741665	16.09873
23.75	15.83854
23.758335	15.50879
23.766665	15.22599
23.775	14.88074
23.783335	14.47333
23.791665	14.06061
23.8	13.66152
23.808335	13.15262
23.816665	12.6051
23.825	12.06131
23.833335	11.50442
23.841665	11.26235
23.85	11.22408
23.858335	9.665739
23.866665	9.01665
23.875	8.334671
23.883335	7.656452
23.891665	6.961866
23.9	6.270546
23.908335	5.471144
23.916665	4.760221
23.925	3.973829
23.933335	3.167671
23.941665	2.345378
23.95	1.55521
23.958335	0.71582
23.966665	-0.043926
23.975	-0.86655
23.983335	-1.64788
23.991665	-2.444758
24.0	-3.214497
24.008335	-3.993739
24.016665	-4.718254
24.025	-5.516659
24.033335	-6.258033
24.041665	-7.012868
24.05	-7.641262
24.058335	-8.356027
24.066665	-8.993482
24.075	-9.618584
24.083335	-10.2857
24.091665	-10.91257
24.1	-11.47909
24.108335	-12.00366
24.116665	-12.53381
24.125	-13.02699
24.133335	-13.47917
24.141665	-13.82009
24.15	-14.27301
24.158335	-14.68353
24.166665	-14.97756
24.175	-15.27068
24.183335	-15.46513
24.191665	-15.7313
24.2	-15.85563
24.208335	-16.03447
24.216665	-16.07809
24.225	-16.21525
24.233335	-16.20395
24.241665	-16.2075
24.25	-16.16905
24.258335	-16.12517
24.266665	-16.01676
24.275	-15.90994
24.283335	-15.60479
24.291665	-15.38367
24.3	-15.137
24.308335	-14.80075
24.316665	-14.50743
24.325	-14.14823
24.333335	-13.83748
24.341665	-13.42437
24.35	-12.97941
24.358335	-12.50168
24.366665	-12.01953
24.375	-11.50268
24.383335	-10.90933
24.391665	-10.25191
24.4	-9.660988
24.408335	-9.045038
24.416665	-8.393241
24.425	-7.73645
24.433335	-6.99101
24.441665	-6.325701
24.45	-5.575129
24.458335	-4.796073
24.466665	-4.029973
24.475	-3.229513
24.483335	-2.452789
24.491665	-1.653409
24.5	-0.866574
24.508335	-0.112954
24.516665	0.676168
24.525	1.486402
24.533335	2.263698
24.541665	3.050426
24.55	3.851726
24.558335	4.621302
24.566665	5.342306
24.575	6.064355
24.583335	6.719754
24.591665	7.390108
24.6	8.045408
24.608335	8.673063
24.616665	9.32309
24.625	9.925934
24.633335	10.57714
24.641665	11.09829
24.65	11.61721
24.658335	12.19953
24.666665	12.71707
24.675	13.20456
24.683335	13.6607
24.691665	14.01575
24.7	14.29333
24.708335	14.62684
24.716665	14.99557
24.725	15.33861
24.733335	15.54549
24.741665	15.77571
24.75	16.00414
24.758335	16.03252
24.766665	16.10002
24.775	16.17063
24.783335	16.21793
24.791665	16.20869
24.8	16.16524
24.808335	16.12563
24.816665	16.05987
24.825	15.89583
24.833335	15.60943
24.841665	15.40637
24.85	15.17695
24.858335	14.87267
24.866665	14.60348
24.875	14.17524
24.883335	13.79717
24.891665	13.40328
24.9	13.0096
24.908335	12.49682
24.916665	11.93045
24.925	11.38752
24.933335	10.84477
24.941665	10.31857
24.95	9.739248
24.958335	9.085269
24.966665	8.392708
24.975	7.694956
24.983335	7.016044
24.991665	6.334663
25.0	5.663833
25.008335	4.960598
25.016665	4.171144
25.025	3.470412
25.033335	2.655911
25.041665	1.875094
25.05	1.05576
25.058335	0.285208
25.066665	-0.525922
25.075	-1.319034
25.083335	-2.098926
25.091665	-2.852973
25.1	-3.676936
25.108335	-4.422346
25.116665	-5.155091
25.125	-5.958351
25.133335	-6.672612
25.141665	-7.419999
25.15	-8.052107
25.158335	-8.780606
25.166665	-9.375672
25.175	-9.97924
25.183335	-10.52312
25.191665	-11.1595
25.2	-11.72237
25.208335	-12.23652
25.216665	-12.71695
25.225	-13.1769
25.233335	-13.5632
25.241665	-13.96625
25.25	-14.36382
25.258335	-14.70018
25.266665	-14.99586
25.275	-15.30841
25.283335	-15.53242
25.291665	-15.72048
25.3	-15.8274
25.308335	-15.96207
25.316665	-16.05813
25.325	-16.1582
25.333335	-16.17208
25.341665	-16.2397
25.35	-16.23075
25.358335	-16.20738
25.366665	-16.11819
25.375	-15.97561
25.383335	-15.75949
25.391665	-15.51952
25.4	-15.24894
25.408335	-15.00721
25.416665	-14.72858
25.425	-14.38443
25.433335	-14.02918
25.441665	-13.58821
25.45	-13.06545
25.458335	-12.62424
25.466665	-12.12825
25.475	-11.52818
25.483335	-10.92573
25.491665	-10.27144
25.5	-9.666049
25.508335	-9.013612
25.516665	-8.35499
25.525	-7.70666
25.533335	-7.004292
25.541665	-6.340419
25.55	-5.541681
25.558335	-4.80441
25.566665	-4.009419
25.575	-3.23587
25.583335	-2.437186
25.591665	-1.670629
25.6	-0.902212
25.608335	-0.106361
25.616665	0.693986
25.625	1.472941
25.633335	2.247925
25.641665	3.0174
25.65	3.729023
25.658335	4.470551
25.666665	5.150404
25.675	5.906722
25.683335	6.574409
25.691665	7.202659
25.7	7.876201
25.708335	8.481966
25.716665	9.140731
25.725	9.767716
25.733335	10.40244
25.741665	10.93511
25.75	11.53338
25.758335	12.04069
25.766665	12.52299
25.775	13.00052
25.783335	13.50483
25.791665	13.85145
25.8	14.1969
25.808335	14.48829
25.816665	14.80751
25.825	15.11741
25.833335	15.2608
25.841665	15.50543
25.85	15.55797
25.858335	15.70495
25.866665	15.85929
25.875	15.99197
25.883335	16.01217
25.891665	15.99034
25.9	15.95375
25.908335	15.90228
25.916665	15.86481
25.925	15.74457
25.933335	15.55549
25.941665	15.35833
25.95	15.07012
25.958335	14.78294
25.966665	14.40876
25.975	13.96488
25.983335	13.60879
25.991665	13.20202
26.0	12.67013
26.008335	12.27232
26.016665	11.71453
26.025	11.2093
26.033335	10.65044
26.041665	10.099909
26.05	9.442265
26.058335	8.761392
26.066665	8.086328
26.075	7.373872
26.083335	6.667463
26.091665	5.996878
26.1	5.318505
26.108335	4.639601
26.116665	3.862278
26.125	3.163769
26.133335	2.347554
26.141665	1.568422
26.15	0.777822
26.158335	-0.043034
26.166665	-0.780814
26.175	-1.511813
26.183335	-2.257833
26.191665	-3.009531
26.2	-3.787036
26.208335	-4.556552
26.216665	-5.320079
26.225	-6.066654
26.233335	-6.846208
26.241665	-7.489618
26.25	-8.21862
26.258335	-8.905723
26.266665	-9.510409
26.275	-10.156
26.283335	-10.63586
26.291665	-11.28002
26.3	-11.83929
26.308335	-12.38792
26.316665	-12.80049
26.325	-13.25308
26.333335	-13.62978
26.341665	-14.05682
26.35	-14.483
26.358335	-14.76464
26.366665	-15.08314
26.375	-15.35693
26.383335	-15.64284
26.391665	-15.82387
26.4	-16.01008
26.408335	-16.06515
26.416665	-16.19991
26.425	-16.28772
26.433335	-16.29849
26.441665	-16.2551
26.45	-16.23307
26.458335	-16.19834
26.466665	-16.1216
26.475	-15.92787
26.483335	-15.72058
26.491665	-15.52579
26.5	-15.20786
26.508335	-14.91848
26.516665	-14.59786
26.525	-14.18436
26.533335	-13.78452
26.541665	-13.39235
26.55	-12.9584
26.558335	-12.47317
26.566665	-11.97946
26.575	-11.33386
26.583335	-10.77126
26.591665	-10.14014
26.6	-9.491724
26.608335	-8.888292
26.616665	-8.2333
26.625	-7.604664
26.633335	-6.977543
26.641665	-6.304386
26.65	-5.555411
26.658335	-4.798733
26.666665	-3.9943
26.675	-3.226902
26.683335	-2.453019
26.691665	-1.653796
26.7	-0.896374
26.708335	-0.118599
26.716665	0.683874
26.725	1.44959
26.733335	2.230008
26.741665	3.029244
26.75	3.832703
26.758335	4.615891
26.766665	5.300111
26.775	6.016929
26.783335	6.691898
26.791665	7.356567
26.8	7.996641
26.808335	8.64399
26.816665	9.278283
26.825	9.61417
26.833335	10.25791
26.841665	10.87414
26.85	11.39516
26.858335	11.88431
26.866665	12.39946
26.875	12.86998
26.883335	13.361
26.891665	13.70841
26.9	14.02511
26.908335	14.32447
26.916665	14.6677
26.925	14.98633
26.933335	15.2865
26.941665	15.44832
26.95	15.6131
26.958335	15.71157
26.966665	15.92477
26.975	16.02006
26.983335	16.05011
26.991665	16.01218
27.0	16.01126
27.008335	15.94217
27.016665	15.87908
27.025	15.67682
27.033335	15.5056
27.041665	15.273
27.05	15.04381
27.058335	14.80792
27.066665	14.46931
27.075	14.10242
27.083335	13.69017
27.091665	13.29251
27.1	12.9043
27.108335	12.48884
27.116665	11.9886
27.125	11.42647
27.133335	10.87039
27.141665	10.34688
27.15	9.781066
27.158335	9.152165
27.166665	8.553476
27.175	7.871098
27.183335	7.193236
27.191665	6.532029
27.2	5.851174
27.208335	5.150789
27.216665	4.495155
27.225	3.79484
27.233335	3.020048
27.241665	2.215644
27.25	1.398597
27.258335	0.641825
27.266665	-0.103362
27.275	-0.862493
27.283335	-1.628448
27.291665	-2.384879
27.3	-3.187372
27.308335	-3.93256
27.316665	-4.731723
27.325	-5.484971
27.333335	-6.219138
27.341665	-6.861827
27.35	-7.571905
27.358335	-8.266627
27.366665	-8.919919
27.375	-9.590658
27.383335	-10.07824
27.391665	-10.68732
27.4	-11.30547
27.408335	-11.83123
27.416665	-12.28081
27.425	-12.73046
27.433335	-13.16761
27.441665	-13.55484
27.45	-14.00592
27.458335	-14.28642
27.466665	-14.70384
27.475	-14.9362
27.483335	-15.21308
27.491665	-15.35747
27.5	-15.57924
27.508335	-15.66567
27.516665	-15.75697
27.525	-15.85518
27.533335	-15.8725
27.541665	-15.86474
27.55	-15.82927
27.558335	-15.78464
27.566665	-15.68784
27.575	-15.51483
27.583335	-15.33711
27.591665	-15.13715
27.6	-14.86791
27.608335	-14.64741
27.616665	-14.32805
27.625	-13.95397
27.633335	-13.59436
27.641665	-13.12961
27.65	-12.7063
27.658335	-12.25015
27.666665	-11.69946
27.675	-11.17258
27.683335	-10.61155
27.691665	-10.09104
27.7	-9.489137
27.708335	-8.904254
27.716665	-8.194595
27.725	-7.610807
27.733335	-6.934118
27.741665	-6.212644
27.75	-5.585645
