t (seconds)	θ (degrees)
39.24165	8.196985
39.25	7.654951
39.25835	7.106122
39.26665	6.508079
39.275	5.932656
39.28335	5.309295
39.29165	4.589776
39.3	3.922803
39.30835	3.28353
39.31665	2.631599
39.325	1.916057
39.33335	1.336446
39.34165	0.674121
39.35	-0.005431
39.35835	-0.653687
39.36665	-1.363609
39.375	-2.032541
39.38335	-2.642865
39.39165	-3.313642
39.4	-3.99756
39.40835	-4.617033
39.41665	-5.261185
39.425	-5.885252
39.43335	-6.455956
39.44165	-7.041498
39.45	-7.652775
39.45835	-8.243992
39.46665	-8.805565
39.475	-9.424577
39.48335	-9.97365
39.49165	-10.4583
39.5	-10.88067
39.50835	-11.28279
39.51665	-11.68084
39.525	-12.13249
39.53335	-12.53413
39.54165	-12.80342
39.55	-13.07425
39.55835	-13.33536
39.56665	-13.58448
39.575	-13.8767
39.58335	-13.95245
39.59165	-14.08489
39.6	-14.24502
39.60835	-14.34055
39.61665	-14.41654
39.625	-14.4507
39.63335	-14.41713
39.64165	-14.3943
39.65	-14.3573
39.65835	-14.30638
39.66665	-14.12686
39.675	-13.89606
39.68335	-13.72972
39.69165	-13.57012
39.7	-13.21816
39.70835	-12.98643
39.71665	-12.58098
39.725	-12.26009
39.73335	-11.92731
39.74165	-11.39418
39.75	-11.01467
39.75835	-10.51453
39.76665	-10.0515
39.775	-9.549078
39.78335	-9.059307
39.79165	-8.482484
39.8	-7.826863
39.80835	-7.235032
39.81665	-6.57443
39.825	-5.96508
39.83335	-5.320331
39.84165	-4.713072
39.85	-4.070706
39.85835	-3.418729
39.86665	-2.824965
39.875	-2.188803
39.88335	-1.581913
39.89165	-0.928392
39.9	-0.186064
39.90835	0.462413
39.91665	1.085712
39.925	1.712641
39.93335	2.340398
39.94165	2.97392
39.95	3.606384
39.95835	4.238744
39.96665	4.867363
39.975	5.507589
39.98335	6.147896
39.99165	6.790111
40.0	7.420412
40.00835	7.93415
40.01665	8.547665
40.025	9.052517
40.03335	9.525189
40.04165	10.047166
40.05	10.53188
40.05835	10.97746
40.06665	11.34315
40.075	11.67804
40.08335	11.97077
40.09165	12.28676
40.1	12.63668
40.10835	12.96524
40.11665	13.29638
40.125	13.44359
40.13335	13.62222
40.14165	13.7471
40.15	13.92902
40.15835	14.05454
40.16665	14.06385
40.175	14.0346
40.18335	14.02012
40.19165	13.97496
40.2	13.9368
40.20835	13.91163
40.21665	13.82252
40.225	13.61026
40.23335	13.43035
40.24165	13.1901
40.25	12.97502
40.25835	12.59729
40.26665	12.2455
40.275	11.89847
40.28335	11.42463
40.29165	11.05614
40.3	10.6946
40.30835	10.198076
40.31665	9.769125
40.325	9.286495
40.33335	8.735057
40.34165	8.203231
40.35	7.659236
40.35835	7.146795
40.36665	6.595283
40.375	5.956197
40.38335	5.266566
40.39165	4.607162
40.4	3.943148
40.40835	3.278716
40.41665	2.593656
40.425	1.962944
40.43335	1.309597
40.44165	0.660277
40.45	0.035435
40.45835	-0.61105
40.46665	-1.260978
40.475	-1.999443
40.48335	-2.622995
40.49165	-2.919527
40.5	-3.907418
40.50835	-4.299739
40.51665	-4.923535
40.525	-5.523673
40.53335	-6.16373
40.54165	-6.769592
40.55	-7.341495
40.55835	-7.944175
40.56665	-8.463901
40.575	-8.930206
40.58335	-9.441071
40.59165	-9.99514
40.6	-10.41444
40.60835	-10.77057
40.61665	-11.29079
40.625	-11.71983
40.63335	-12.14926
40.64165	-12.46513
40.65	-12.75888
40.65835	-13.07638
40.66665	-13.34228
40.675	-13.51997
40.68335	-13.77326
40.69165	-13.91133
40.7	-14.06823
40.70835	-14.19045
40.71665	-14.29669
40.725	-14.30892
40.73335	-14.28739
40.74165	-14.25516
40.75	-14.22853
40.75835	-14.17073
40.76665	-14.11269
40.775	-13.96121
40.78335	-13.72042
40.79165	-13.40593
40.8	-13.14175
40.80835	-12.81903
40.81665	-12.49735
40.825	-12.14494
40.83335	-11.79257
40.84165	-11.38338
40.85	-10.9616
40.85835	-10.5017
40.86665	-10.05483
40.875	-9.536382
40.88335	-9.076558
40.89165	-8.471616
40.9	-7.968709
40.90835	-7.418803
40.91665	-6.817013
40.925	-6.250612
40.93335	-5.658372
40.94165	-5.039144
40.95	-4.37342
40.95835	-3.746888
40.96665	-3.087003
40.975	-2.387166
40.98335	-1.767104
40.99165	-1.098775
41.0	-0.442425
41.00835	0.248397
41.01665	0.91081
41.025	1.52568
41.03335	2.173376
41.04165	2.829633
41.05	3.430182
41.05835	4.083368
41.06665	4.717515
41.075	5.341077
41.08335	5.963327
41.09165	6.609839
41.1	7.245754
41.10835	7.740731
41.11665	8.246036
41.125	8.711157
41.13335	9.207426
41.14165	9.705665
41.15	10.191085
41.15835	10.63762
41.16665	11.0016
41.175	11.37886
41.18335	11.76947
41.19165	12.10266
41.2	12.42213
41.20835	12.75204
41.21665	12.91898
41.225	13.12768
41.23335	13.27354
41.24165	13.43233
41.25	13.5327
41.25835	13.55053
41.26665	13.67997
41.275	13.68849
41.28335	13.66901
41.29165	13.64676
41.3	13.60304
41.30835	13.58824
41.31665	13.43138
41.325	13.38313
41.33335	13.05631
41.34165	12.89968
41.35	12.64418
41.35835	12.30343
41.36665	11.94691
41.375	11.54871
41.38335	11.17637
41.39165	10.76864
41.4	10.40552
41.40835	10.005828
41.41665	9.519574
41.425	8.946817
41.43335	8.418235
41.44165	7.892846
41.45	7.373996
41.45835	6.793583
41.46665	6.155328
41.475	5.613585
41.48335	4.954672
41.49165	4.319893
41.5	3.6306
41.50835	2.93736
41.51665	2.293631
41.525	1.645846
41.53335	0.981634
41.54165	0.352025
41.55	-0.290741
41.55835	-0.913056
41.56665	-1.562058
41.575	-2.193685
41.58335	-2.762595
41.59165	-3.446268
41.6	-4.050261
41.60835	-4.669964
41.61665	-5.213798
41.625	-5.846288
41.63335	-6.464182
41.64165	-7.052074
41.65	-7.626965
41.65835	-8.230997
41.66665	-8.800765
41.675	-9.256465
41.68335	-9.81024
41.69165	-10.30129
41.7	-10.70479
41.70835	-11.09586
41.71665	-11.53635
41.725	-11.99273
41.73335	-12.34767
41.74165	-12.68567
41.75	-12.94175
41.75835	-13.22599
41.76665	-13.46655
41.775	-13.64724
41.78335	-13.80206
41.79165	-13.99347
41.8	-14.06736
41.80835	-14.20201
41.81665	-14.20965
41.825	-14.2738
41.83335	-14.30469
41.84165	-14.28028
41.85	-14.23429
41.85835	-14.16788
41.86665	-13.99809
41.875	-13.80572
41.88335	-13.61059
41.89165	-13.36696
41.9	-13.13448
41.90835	-12.82477
41.91665	-12.52229
41.925	-12.11092
41.93335	-11.68395
41.94165	-11.30971
41.95	-10.77042
41.95835	-10.37463
41.96665	-9.91476
41.975	-9.406506
41.98335	-8.915438
41.99165	-8.359661
42.0	-7.844117
42.00835	-7.232508
42.01665	-6.620385
42.025	-5.996016
42.03335	-5.366918
42.04165	-4.71364
42.05	-4.110016
42.05835	-3.485719
42.06665	-2.837802
42.075	-2.197277
42.08335	-1.5514
42.09165	-0.863799
42.1	-0.207228
42.10835	0.456818
42.11665	1.069077
42.125	1.711491
42.13335	2.326974
42.14165	2.965502
42.15	3.59116
42.15835	4.237095
42.16665	4.878266
42.175	5.486546
42.18335	6.142469
42.19165	6.748278
42.2	7.303778
42.20835	7.909685
42.21665	8.417109
42.225	8.892961
42.23335	9.370702
42.24165	9.866145
42.25	10.35614
42.25835	10.83638
42.26665	11.17571
42.275	11.50186
42.28335	11.82758
42.29165	12.15384
42.3	12.48298
42.30835	12.78397
42.31665	12.9626
42.325	13.1776
42.33335	13.26946
42.34165	13.41346
42.35	13.61251
42.35835	13.69033
42.36665	13.68324
42.375	13.67892
42.38335	13.67077
42.39165	13.66355
42.4	13.59456
42.40835	13.51805
42.41665	13.31494
42.425	13.22816
42.43335	12.90822
42.44165	12.7224
42.45	12.4891
42.45835	12.15637
42.46665	11.89347
42.475	11.54843
42.48335	11.19076
42.49165	10.80519
42.5	10.40181
42.50835	9.919671
42.51665	9.473738
42.525	8.97984
42.53335	8.450202
42.54165	7.923972
42.55	7.372871
42.55835	6.854704
42.56665	6.302609
42.575	5.694347
42.58335	5.131227
42.59165	4.453002
42.6	3.808253
42.60835	3.116721
42.61665	2.503659
42.625	1.840536
42.63335	1.154047
42.64165	0.528936
42.65	-0.119035
42.65835	-0.743304
42.66665	-1.412897
42.675	-2.014647
42.68335	-2.632855
42.69165	-3.266487
42.7	-3.8774
42.70835	-4.49352
42.71665	-5.116372
42.725	-5.710888
42.73335	-6.258229
42.74165	-6.904589
42.75	-7.502957
42.75835	-8.033759
42.76665	-8.552942
42.775	-9.084627
42.78335	-9.553613
42.79165	-9.97933
42.8	-10.38536
42.80835	-10.81329
42.81665	-11.26238
42.825	-11.66073
42.83335	-12.05557
42.84165	-12.35736
42.85	-12.61267
42.85835	-12.88816
42.86665	-13.11029
42.875	-13.34232
42.88335	-13.46264
42.89165	-13.70821
42.9	-13.71582
42.90835	-13.83359
42.91665	-13.83305
42.925	-13.82867
42.93335	-13.82238
42.94165	-13.80302
42.95	-13.74472
42.95835	-13.61783
42.96665	-13.59546
42.975	-13.42871
42.98335	-13.13613
42.99165	-12.92989
43.0	-12.66138
43.00835	-12.39223
43.01665	-12.06172
43.025	-11.70141
43.03335	-11.29799
43.04165	-10.80876
43.05	-10.35308
43.05835	-9.90135
43.06665	-9.404499
43.075	-8.952836
43.08335	-8.443932
43.09165	-7.955317
43.1	-7.349923
43.10835	-6.7582
43.11665	-6.099032
43.125	-5.511491
43.13335	-4.896788
43.14165	-4.232704
43.15	-3.589021
43.15835	-3.02205
43.16665	-2.374608
43.175	-1.77028
43.18335	-1.11557
43.19165	-0.479668
43.2	0.112813
43.20835	0.772906
43.21665	1.370822
43.225	1.984594
43.23335	2.633301
43.24165	3.265383
43.25	3.906652
43.25835	4.518948
43.26665	5.163806
43.275	5.772212
43.28335	6.420521
43.29165	6.939355
43.3	7.593238
43.30835	8.065722
43.31665	8.559572
43.325	9.041543
43.33335	9.540023
43.34165	10.020802
43.35	10.49656
43.35835	10.97173
43.36665	11.32509
43.375	11.64435
43.38335	11.95367
43.39165	12.2985
43.4	12.52276
43.40835	12.78006
43.41665	13.00583
43.425	13.18146
43.43335	13.42744
43.44165	13.57112
43.45	13.70922
43.45835	13.73733
43.46665	13.85176
43.475	13.84394
43.48335	13.83893
43.49165	13.79741
43.5	13.75973
43.50835	13.72314
43.51665	13.64442
43.525	13.434
43.53335	13.25163
43.54165	13.02113
43.55	12.69893
43.55835	12.48173
43.56665	12.14116
43.575	11.72225
43.58335	11.30352
43.59165	10.94217
43.6	10.53774
43.60835	10.062021
43.61665	9.614002
43.625	9.133612
43.63335	8.587638
43.64165	8.069469
43.65	7.537623
43.65835	6.999277
43.66665	6.483398
43.675	5.831421
43.68335	5.263789
43.69165	4.628464
43.7	3.966645
43.70835	3.301052
43.71665	2.626754
43.725	1.984302
43.73335	1.346249
43.74165	0.683417
43.75	0.025665
43.75835	-0.580728
43.76665	-1.247299
43.775	-1.84695
43.78335	-2.505358
43.79165	-3.123098
43.8	-3.713435
43.80835	-4.315551
43.81665	-4.932522
43.825	-5.572881
43.83335	-6.153363
43.84165	-6.750873
43.85	-7.324588
43.85835	-7.85462
43.86665	-8.43451
43.875	-8.943709
43.88335	-9.411583
43.89165	-9.85677
43.9	-10.26175
43.90835	-10.73278
43.91665	-11.05897
43.925	-11.35165
43.93335	-11.53426
43.94165	-11.86064
43.95	-12.16691
43.95835	-12.49994
43.96665	-12.73831
43.975	-12.88499
43.98335	-12.97003
43.99165	-13.12942
44.0	-13.23511
44.00835	-13.33675
44.01665	-13.47328
44.025	-13.46392
44.03335	-13.44275
44.04165	-13.41314
44.05	-13.38612
44.05835	-13.39806
44.06665	-13.11992
44.075	-13.05631
44.08335	-12.83042
44.09165	-12.54976
44.1	-12.2752
44.10835	-11.91773
44.11665	-11.58706
44.125	-11.23656
44.13335	-10.90527
44.14165	-10.44706
44.15	-9.98498
44.15835	-9.517894
44.16665	-9.02297
44.175	-8.556107
44.18335	-8.11311
44.19165	-7.631971
44.2	-7.021242
44.20835	-6.475201
44.21665	-5.877382
44.225	-5.225192
44.23335	-4.617125
44.24165	-3.97937
44.25	-3.341034
44.25835	-2.706137
44.26665	-2.111998
44.275	-1.475973
44.28335	-0.822763
44.29165	-0.197123
44.3	0.426646
44.30835	1.055122
44.31665	1.669958
44.325	2.314097
44.33335	2.945689
44.34165	3.577391
44.35	4.214938
44.35835	4.854534
44.36665	5.499498
44.375	6.157709
44.38335	6.75772
44.39165	7.292402
44.4	7.781387
44.40835	8.279248
44.41665	8.74701
44.425	9.230131
44.43335	9.721336
44.44165	10.184283
44.45	10.64634
44.45835	11.05593
44.46665	11.47517
44.475	11.82708
44.48335	12.16614
44.49165	12.4904
44.5	12.81234
44.50835	13.10099
44.51665	13.24253
44.525	13.46218
44.53335	13.60671
44.54165	13.75916
44.55	13.89132
44.55835	13.91722
44.56665	13.99471
44.575	14.05049
44.58335	14.03258
44.59165	14.00754
44.6	13.96702
44.60835	13.91855
44.61665	13.74472
44.625	13.51115
44.63335	13.28129
44.64165	13.02426
44.65	12.79065
44.65835	12.47349
44.66665	12.12976
44.675	11.76815
44.68335	11.38621
44.69165	10.8781
44.7	10.44825
44.70835	10.044682
44.71665	9.52166
44.725	9.002112
44.73335	8.45186
44.74165	7.940605
44.75	7.385512
44.75835	6.830505
44.76665	6.228438
44.775	5.653806
44.78335	4.999907
44.79165	4.344053
44.8	3.689272
44.80835	2.989117
44.81665	2.35076
44.825	1.673734
44.83335	1.031452
44.84165	0.37486
44.85	-0.273308
44.85835	-0.887216
44.86665	-1.525615
44.875	-2.148093
44.88335	-2.772802
44.89165	-3.419487
44.9	-4.020654
44.90835	-4.621953
44.91665	-5.249875
44.925	-5.845598
44.93335	-6.496179
44.94165	-7.031178
44.95	-7.634108
44.95835	-8.242484
44.96665	-8.78984
44.975	-9.270237
44.98335	-9.734552
44.99165	-10.16318
45.0	-10.61754
45.00835	-10.98987
45.01665	-11.39748
45.025	-11.75619
45.03335	-12.09914
45.04165	-12.41259
45.05	-12.68432
45.05835	-12.87973
45.06665	-13.152
45.075	-13.24249
45.08335	-13.45956
45.09165	-13.56545
45.1	-13.67069
45.10835	-13.79017
45.11665	-13.79659
45.125	-13.8846
45.13335	-13.87441
45.14165	-13.8594
45.15	-13.79586
45.15835	-13.76432
45.16665	-13.56425
45.175	-13.40387
45.18335	-13.13362
45.19165	-12.89749
45.2	-12.63997
45.20835	-12.31542
45.21665	-11.96957
45.225	-11.67799
45.23335	-11.31663
45.24165	-10.84622
45.25	-10.37361
45.25835	-9.94778
45.26665	-9.438077
45.275	-8.930932
45.28335	-8.507743
45.29165	-7.991193
45.3	-7.377688
45.30835	-6.746972
45.31665	-6.13203
45.325	-5.528509
45.33335	-4.874849
45.34165	-4.270927
45.35	-3.643702
45.35835	-2.988584
45.36665	-2.402735
45.375	-1.767685
45.38335	-1.128934
45.39165	-0.528695
45.4	0.125356
45.40835	0.699907
45.41665	1.353741
45.425	1.996112
45.43335	2.62209
45.44165	3.234499
45.45	3.884889
45.45835	4.520648
45.46665	5.143747
45.475	5.774873
45.48335	6.273804
45.49165	6.900679
45.5	7.411141
45.50835	7.887833
45.51665	8.369768
45.525	8.862124
45.53335	9.336493
45.54165	9.822888
45.55	10.27704
45.55835	10.65621
45.56665	10.98101
45.575	11.28305
45.58335	11.61733
45.59165	11.94204
45.6	12.20465
45.60835	12.45942
45.61665	12.69037
45.625	12.83743
45.63335	13.06503
45.64165	13.13679
45.65	13.21665
45.65835	13.30016
45.66665	13.32127
45.675	13.301
45.68335	13.27594
45.69165	13.22631
45.7	13.16428
45.70835	13.00839
45.71665	12.90925
45.725	12.72639
45.73335	12.50078
45.74165	12.33992
45.75	12.07799
45.75835	11.75581
45.76665	11.40896
45.775	11.04677
45.78335	10.65236
45.79165	10.25494
45.8	9.895788
45.80835	9.464418
45.81665	9.004016
45.825	8.595848
45.83335	8.091387
45.84165	7.545794
45.85	7.013222
45.85835	6.523393
45.86665	5.958515
45.875	5.347359
45.88335	4.786016
45.89165	4.149046
45.9	3.492048
45.90835	2.848362
45.91665	2.152145
45.925	1.540281
45.93335	0.87247
45.94165	0.238929
45.95	-0.404464
45.95835	-1.041124
45.96665	-1.669649
45.975	-2.297763
45.98335	-2.902218
45.99165	-3.510563
46.0	-4.122777
46.00835	-4.740593
46.01665	-5.047752
46.025	-5.044724
46.03335	-5.043772
46.04165	-5.044215
46.05	-7.587758
46.05835	-8.176953
46.06665	-8.463076
46.075	-8.414208
46.08335	-9.623727
46.09165	-10.06415
46.1	-10.47017
46.10835	-10.88202
46.11665	-11.24263
46.125	-11.59088
46.13335	-11.88107
46.14165	-12.15552
46.15	-12.42893
46.15835	-12.64225
46.16665	-12.81945
46.175	-13.04643
46.18335	-13.15651
46.19165	-13.32297
46.2	-13.41578
46.20835	-13.49919
46.21665	-13.52513
46.225	-13.50328
46.23335	-13.46441
46.24165	-13.45804
46.25	-13.36905
46.25835	-13.17945
46.26665	-13.09406
46.275	-12.7857
46.28335	-12.68145
46.29165	-12.7222
46.3	-12.08978
46.30835	-11.79711
46.31665	-11.46116
46.325	-11.18497
46.33335	-11.02621
46.34165	-11.0633
46.35	-10.04446
46.35835	-9.581173
46.36665	-9.094686
46.375	-8.625094
46.38335	-8.143377
46.39165	-7.680424
46.4	-7.081846
46.40835	-6.577966
46.41665	-5.952219
46.425	-5.365048
46.43335	-4.737111
46.44165	-4.099858
46.45	-3.492015
46.45835	-2.861432
46.46665	-2.221428
46.475	-1.619674
46.48335	-1.008897
46.49165	-0.363383
46.5	0.221967
46.50835	0.891532
46.51665	1.504932
46.525	2.163956
46.53335	2.766297
46.54165	3.401483
46.55	4.017834
46.55835	4.650232
46.56665	5.29932
46.575	5.921858
46.58335	6.422247
46.59165	6.93527
46.6	7.41088
46.60835	7.887021
46.61665	8.34512
46.625	8.839469
46.63335	9.339185
46.64165	9.804553
46.65	10.181094
46.65835	10.62851
46.66665	10.9776
46.675	11.32212
46.68335	11.59252
46.69165	11.95744
46.7	12.23659
46.70835	12.45319
46.71665	12.5818
46.725	12.78724
46.73335	12.9399
46.74165	13.05518
46.75	13.20309
46.75835	13.20871
46.76665	13.22265
46.775	13.18547
46.78335	13.16727
46.79165	13.12667
46.8	13.10277
46.80835	13.00108
46.81665	12.82057
46.825	12.60832
46.83335	12.48445
46.84165	12.16132
46.85	11.8735
46.85835	11.6763
46.86665	11.24723
46.875	10.89805
46.88335	10.50734
46.89165	10.161791
46.9	9.771139
46.90835	9.36747
46.91665	8.852003
46.925	8.363583
46.93335	7.811576
46.94165	7.270941
46.95	6.75979
46.95835	6.207685
46.96665	5.679869
46.975	5.052329
46.98335	4.490559
46.99165	3.860975
47.0	3.227401
47.00835	2.63793
47.01665	1.990285
47.025	1.358032
47.03335	0.728688
47.04165	0.068923
47.05	-0.544769
47.05835	-1.196052
47.06665	-1.845904
47.075	-2.453175
47.08335	-3.064594
47.09165	-3.700091
47.1	-4.32058
47.10835	-4.93164
47.11665	-5.503327
47.125	-6.090402
47.13335	-6.702114
47.14165	-7.25193
47.15	-7.754295
47.15835	-8.259705
47.16665	-8.704009
47.175	-9.266293
47.18335	-9.679952
47.19165	-10.05908
47.2	-10.48967
47.20835	-10.92292
47.21665	-11.31902
47.225	-11.65873
47.23335	-11.96455
47.24165	-12.18534
47.25	-12.45849
47.25835	-12.70626
47.26665	-12.87588
47.275	-13.02865
47.28335	-13.09129
47.29165	-13.22335
47.3	-13.32688
47.30835	-13.42527
47.31665	-13.45052
47.325	-13.41293
47.33335	-13.39836
47.34165	-13.39759
47.35	-13.34076
47.35835	-13.30808
47.36665	-13.10791
47.375	-12.92987
47.38335	-12.67109
47.39165	-12.48804
47.4	-12.23049
47.40835	-11.82364
47.41665	-11.44417
47.425	-11.12864
47.43335	-10.78045
47.44165	-10.46526
47.45	-10.02176
47.45835	-9.466762
47.46665	-9.013288
47.475	-8.581834
47.48335	-8.068849
47.49165	-7.567925
47.5	-6.978281
47.50835	-6.503276
47.51665	-5.931853
47.525	-5.307623
47.53335	-4.767291
47.54165	-4.158815
47.55	-3.497545
47.55835	-2.902009
47.56665	-2.23347
47.575	-1.654501
47.58335	-1.003724
47.59165	-0.392214
47.6	0.234911
47.60835	0.909876
47.61665	1.488817
47.625	2.113037
47.63335	2.77409
47.64165	3.377465
47.65	4.043496
47.65835	4.662948
47.66665	5.289199
47.675	5.805573
47.68335	6.370374
47.69165	6.93887
47.7	7.376355
47.70835	7.913173
47.71665	8.388749
47.725	8.839129
47.73335	9.319522
47.74165	9.811114
47.75	10.198872
47.75835	10.60582
47.76665	10.92052
47.775	11.30276
47.78335	11.59378
47.79165	11.91086
47.8	12.12454
47.80835	12.43108
47.81665	12.60999
47.825	12.77459
47.83335	12.92328
47.84165	13.03009
47.85	13.08591
47.85835	13.19816
47.86665	13.17322
47.875	13.18902
47.88335	13.16962
47.89165	13.16736
47.9	13.08225
47.90835	13.07741
47.91665	12.98141
47.925	12.76292
47.93335	12.58341
47.94165	12.37633
47.95	12.1787
47.95835	11.86922
47.96665	11.57734
47.975	11.20464
47.98335	10.83915
47.99165	10.38193
48.0	9.935723
48.00835	9.515524
48.01665	9.027164
48.025	8.517155
48.03335	7.948926
48.04165	7.43944
48.05	6.886163
48.05835	6.379864
48.06665	5.853161
48.075	5.30598
48.08335	4.684345
48.09165	4.122466
48.1	3.513279
48.10835	2.827414
48.11665	2.205965
48.125	1.53695
48.13335	0.884532
48.14165	0.254613
48.15	-0.402756
48.15835	-0.994897
48.16665	-1.637392
48.175	-2.279721
48.18335	-2.916029
48.19165	-3.475131
48.2	-4.119838
48.20835	-4.731576
48.21665	-5.347421
48.225	-5.897358
48.23335	-6.465513
48.24165	-7.003304
48.25	-7.608989
48.25835	-8.12164
48.26665	-8.473898
48.275	-8.950612
48.28335	-9.510636
48.29165	-9.94337
48.3	-10.39198
48.30835	-10.76004
48.31665	-11.02751
48.325	-11.33805
48.33335	-11.58376
48.34165	-11.91578
48.35	-12.09803
48.35835	-12.30968
48.36665	-12.48768
48.375	-12.70661
48.38335	-12.87185
48.39165	-13.0159
48.4	-13.14882
48.40835	-13.26772
48.41665	-13.28811
48.425	-13.25225
48.43335	-13.21866
48.44165	-13.19462
48.45	-13.13825
48.45835	-13.07288
48.46665	-12.94606
48.475	-12.68334
48.48335	-12.41126
48.49165	-12.19522
48.5	-11.95085
48.50835	-11.66272
48.51665	-11.33542
48.525	-10.98799
48.53335	-10.58737
48.54165	-10.18454
48.55	-9.769663
48.55835	-9.326734
48.56665	-8.788739
48.575	-8.322732
48.58335	-7.872175
48.59165	-7.465035
48.6	-6.908306
48.60835	-6.306342
48.61665	-5.695087
48.625	-5.085254
48.63335	-4.458815
48.64165	-3.866713
48.65	-3.215905
48.65835	-2.59334
48.66665	-1.977935
48.675	-1.350505
48.68335	-0.703976
48.69165	-0.069589
48.7	0.557298
48.70835	1.142009
48.71665	1.806916
48.725	2.419888
48.73335	3.083322
48.74165	3.694117
48.75	4.33585
48.75835	4.962764
48.76665	5.499141
48.775	6.079817
48.78335	6.59859
48.79165	7.071697
48.8	7.580604
48.80835	8.065833
48.81665	8.551176
48.825	8.986327
48.83335	9.393221
48.84165	9.839349
48.85	10.175962
48.85835	10.51983
48.86665	10.81016
48.875	11.18855
48.88335	11.46815
48.89165	11.798
48.9	12.10415
48.90835	12.30031
48.91665	12.45428
48.925	12.55434
48.93335	12.77744
48.94165	12.87273
48.95	12.92082
48.95835	13.02582
48.96665	13.03334
48.975	13.03019
48.98335	13.00865
48.99165	12.954
49.0	12.92896
49.00835	12.80495
49.01665	12.70518
49.025	12.49109
49.03335	12.20556
49.04165	11.97083
49.05	11.65391
49.05835	11.30895
49.06665	10.95092
49.075	10.56317
49.08335	10.195965
49.09165	9.813933
49.1	9.408104
49.10835	8.922748
49.11665	8.483371
49.125	7.999333
49.13335	7.486431
49.14165	6.94317
49.15	6.392645
49.15835	5.893499
49.16665	5.382837
49.175	4.840105
49.18335	4.207857
49.19165	3.687078
49.2	3.043035
49.20835	2.475536
49.21665	1.874514
49.225	1.224498
49.23335	0.574291
49.24165	-0.075961
49.25	-0.682104
49.25835	-1.317252
49.26665	-1.973729
49.275	-2.562133
49.28335	-3.187514
49.29165	-3.771922
49.3	-4.41121
49.30835	-5.031304
49.31665	-5.621067
49.325	-6.174897
49.33335	-6.741443
49.34165	-7.229797
49.35	-7.720703
49.35835	-8.205072
49.36665	-8.70868
49.375	-9.18261
49.38335	-9.619624
49.39165	-10.06075
49.4	-10.45114
49.40835	-10.88644
49.41665	-11.2227
49.425	-11.49787
49.43335	-11.7238
49.44165	-12.0193
49.45	-12.27728
49.45835	-12.5186
49.46665	-12.6725
49.475	-12.77106
49.48335	-12.9673
49.49165	-12.99536
49.5	-13.11138
49.50835	-13.14131
49.51665	-13.22357
49.525	-13.21742
49.53335	-13.2019
49.54165	-13.1493
49.55	-13.04481
49.55835	-12.98301
49.56665	-12.85141
49.575	-12.54833
49.58335	-12.37605
49.59165	-12.16523
49.6	-11.8513
49.60835	-11.53964
49.61665	-11.22346
49.625	-10.86693
49.63335	-10.46082
49.64165	-10.08941
49.65	-9.631917
49.65835	-9.139281
49.66665	-8.689653
49.675	-8.180422
49.68335	-7.740716
49.69165	-7.24022
49.7	-6.681472
49.70835	-6.159444
49.71665	-5.545687
49.725	-4.952967
49.73335	-4.303188
49.74165	-3.672372
49.75	-3.084243
49.75835	-2.452629
49.76665	-1.781795
49.775	-1.203807
49.78335	-0.557564
49.79165	0.071158
49.8	0.710371
49.80835	1.329066
49.81665	1.955652
49.825	2.578237
49.83335	3.207569
49.84165	3.866218
49.85	4.463241
49.85835	5.022771
49.86665	5.609377
49.875	6.129989
49.88335	6.591564
49.89165	7.115427
49.9	7.573947
49.90835	8.053397
49.91665	8.53942
49.925	9.003266
49.93335	9.394362
49.94165	9.832532
49.95	10.190425
49.95835	10.52702
49.96665	10.8455
49.975	11.17391
49.98335	11.47923
49.99165	11.7966
50.0	12.01943
50.00835	12.16102
50.01665	12.3299
50.025	12.44288
50.03335	12.65686
50.04165	12.71093
50.05	12.80365
50.05835	12.88166
50.06665	12.87412
50.075	12.88144
50.08335	12.87018
50.09165	12.8008
50.1	12.73852
50.10835	12.59227
50.11665	12.33094
50.125	12.20647
50.13335	11.95931
50.14165	11.68557
50.15	11.39289
50.15835	11.13984
50.16665	10.77835
50.175	10.38804
50.18335	10.022689
50.19165	9.623542
50.2	9.251001
50.20835	8.867463
50.21665	8.372059
50.225	7.862567
50.23335	7.285615
50.24165	6.790461
50.25	6.248728
50.25835	5.742482
50.26665	5.167817
50.275	4.584413
50.28335	4.04555
50.29165	3.502836
50.3	2.8897
50.30835	2.33956
50.31665	1.691308
50.325	1.06373
50.33335	0.421803
50.34165	-0.206796
50.35	-0.839606
50.35835	-1.492091
50.36665	-2.111385
50.375	-2.703145
50.38335	-3.342287
50.39165	-3.982151
50.4	-4.558778
50.40835	-5.132553
50.41665	-5.744672
50.425	-6.320401
50.43335	-6.85556
50.44165	-7.371175
50.45	-7.883984
50.45835	-8.405226
50.46665	-8.878881
50.475	-9.365807
50.48335	-9.721543
50.49165	-10.2161
50.5	-10.60185
50.50835	-10.86577
50.51665	-11.20796
50.525	-11.4879
50.53335	-11.67671
50.54165	-11.86991
50.55	-12.20078
50.55835	-12.29859
50.56665	-12.57349
50.575	-12.71863
50.58335	-12.73932
50.59165	-12.89549
50.6	-13.00023
50.60835	-13.03138
50.61665	-13.00474
50.625	-12.96151
50.63335	-12.95669
50.64165	-12.88596
50.65	-12.87584
50.65835	-12.64717
50.66665	-12.48817
50.675	-12.27756
50.68335	-12.13461
