Amplitude (radians)	Period (seconds)	Amplitude uncertainty (radians)	Period uncertainty (seconds)
-0.114	0.933	0.002	0.008
-0.117	0.967	0.002	0.008
-0.117	0.933	0.002	0.008
-0.118	0.933	0.002	0.008
-0.122	0.967	0.002	0.008
-0.122	0.933	0.002	0.008
-0.123	0.933	0.002	0.008
-0.123	0.933	0.002	0.008
-0.124	0.967	0.002	0.008
-0.124	0.933	0.002	0.008
-0.125	0.933	0.002	0.008
-0.125	0.933	0.002	0.008
-0.129	0.933	0.002	0.008
-0.129	0.933	0.002	0.008
-0.133	0.933	0.002	0.008
-0.136	0.933	0.002	0.008
-0.14	0.933	0.002	0.008
-0.142	0.933	0.002	0.008
-0.143	0.933	0.002	0.008
-0.15	0.933	0.002	0.008
-0.151	0.933	0.002	0.008
-0.152	0.933	0.002	0.008
-0.155	0.933	0.002	0.008
-0.156	0.967	0.002	0.008
-0.158	0.967	0.002	0.008
-0.163	0.933	0.002	0.008
-0.168	0.933	0.002	0.008
-0.169	0.933	0.002	0.008
-0.17	0.933	0.002	0.008
-0.171	0.967	0.002	0.008
-0.174	0.933	0.002	0.008
-0.175	0.933	0.002	0.008
-0.177	0.967	0.002	0.008
-0.18	0.933	0.002	0.008
-0.182	0.933	0.002	0.008
-0.182	0.933	0.002	0.008
-0.186	0.967	0.002	0.008
-0.187	0.933	0.002	0.008
-0.188	0.933	0.002	0.008
-0.192	0.933	0.002	0.008
-0.196	0.933	0.002	0.008
-0.198	0.967	0.002	0.008
-0.198	0.933	0.002	0.008
-0.199	0.933	0.002	0.008
-0.201	0.933	0.002	0.008
-0.205	0.967	0.002	0.008
-0.206	0.933	0.002	0.008
-0.207	0.933	0.002	0.008
-0.21	0.967	0.002	0.008
-0.21	0.933	0.002	0.008
-0.213	0.933	0.002	0.008
-0.213	0.933	0.002	0.008
-0.216	0.933	0.002	0.008
-0.218	0.933	0.002	0.008
-0.22	0.933	0.002	0.008
-0.222	0.933	0.002	0.008
-0.223	0.967	0.002	0.008
-0.223	0.933	0.002	0.008
-0.224	0.933	0.002	0.008
-0.224	0.933	0.002	0.008
-0.224	0.933	0.002	0.008
-0.228	0.967	0.002	0.008
-0.229	0.933	0.002	0.008
-0.232	0.967	0.002	0.008
-0.233	0.933	0.002	0.008
-0.234	0.933	0.002	0.008
-0.235	0.933	0.002	0.008
-0.238	0.933	0.002	0.008
-0.241	0.933	0.002	0.008
-0.242	0.933	0.002	0.008
-0.243	0.933	0.002	0.008
-0.243	0.967	0.002	0.008
-0.245	0.967	0.002	0.008
-0.247	0.933	0.002	0.008
-0.248	0.933	0.002	0.008
-0.253	0.933	0.002	0.008
-0.256	0.933	0.002	0.008
-0.258	0.933	0.002	0.008
-0.259	0.933	0.002	0.008
-0.26	0.967	0.002	0.008
-0.263	0.933	0.002	0.008
-0.265	0.933	0.002	0.008
-0.266	0.933	0.002	0.008
-0.268	0.967	0.002	0.008
-0.275	0.933	0.002	0.008
-0.277	0.933	0.002	0.008
-0.279	0.933	0.002	0.008
-0.279	0.933	0.002	0.008
-0.282	0.933	0.002	0.008
-0.283	0.933	0.002	0.008
-0.284	0.967	0.002	0.008
-0.286	0.967	0.002	0.008
-0.287	0.933	0.002	0.008
-0.288	0.933	0.002	0.008
-0.294	0.933	0.002	0.008
-0.296	0.933	0.002	0.008
-0.3	0.933	0.002	0.008
-0.306	0.933	0.002	0.008
-0.307	0.967	0.002	0.008
-0.31	0.933	0.002	0.008
-0.311	0.933	0.002	0.008
-0.314	0.967	0.002	0.008
-0.32	0.933	0.002	0.008
-0.322	0.933	0.002	0.008
-0.322	0.933	0.002	0.008
-0.324	0.967	0.002	0.008
-0.33	0.933	0.002	0.008
