Amplitude (radians)	Period (seconds)	Amplitude uncertainty (radians)	Period uncertainty (seconds)
-0.302	1.0	0.002	0.008
-0.304	1.0	0.002	0.008
-0.306	1.033	0.002	0.008
-0.311	1.0	0.002	0.008
-0.311	1.033	0.002	0.008
-0.313	1.033	0.002	0.008
-0.315	1.0	0.002	0.008
-0.316	1.033	0.002	0.008
-0.32	1.033	0.002	0.008
-0.321	1.0	0.002	0.008
-0.322	1.033	0.002	0.008
-0.325	1.0	0.002	0.008
-0.325	1.033	0.002	0.008
-0.328	1.0	0.002	0.008
-0.33	1.033	0.002	0.008
-0.332	1.033	0.002	0.008
-0.335	1.0	0.002	0.008
-0.336	1.033	0.002	0.008
-0.337	1.033	0.002	0.008
-0.337	1.0	0.002	0.008
-0.34	1.0	0.002	0.008
-0.344	1.0	0.002	0.008
-0.344	1.033	0.002	0.008
-0.345	1.033	0.002	0.008
-0.346	1.0	0.002	0.008
-0.348	1.033	0.002	0.008
-0.349	1.033	0.002	0.008
-0.35	1.0	0.002	0.008
-0.351	1.033	0.002	0.008
-0.353	1.0	0.002	0.008
-0.354	1.033	0.002	0.008
-0.355	1.033	0.002	0.008
-0.358	1.0	0.002	0.008
-0.358	1.0	0.002	0.008
-0.359	1.033	0.002	0.008
-0.361	1.033	0.002	0.008
-0.363	1.0	0.002	0.008
-0.363	1.033	0.002	0.008
-0.364	1.0	0.002	0.008
-0.365	1.033	0.002	0.008
-0.365	1.0	0.002	0.008
-0.367	1.0	0.002	0.008
-0.367	1.033	0.002	0.008
-0.369	1.033	0.002	0.008
-0.37	1.033	0.002	0.008
