Amplitude (radians)	Period (seconds)	Amplitude uncertainty (radians)	Period uncertainty (seconds)
0.062	0.967	0.002	0.008
0.061	0.967	0.002	0.008
0.06	0.967	0.002	0.008
-0.087	0.967	0.002	0.008
-0.089	0.967	0.002	0.008
-0.089	0.967	0.002	0.008
-0.09	0.967	0.002	0.008
-0.092	0.933	0.002	0.008
-0.094	0.933	0.002	0.008
-0.095	0.967	0.002	0.008
-0.096	0.967	0.002	0.008
-0.096	0.967	0.002	0.008
-0.097	0.967	0.002	0.008
-0.097	0.967	0.002	0.008
-0.097	1.0	0.002	0.008
-0.098	0.967	0.002	0.008
-0.1	0.967	0.002	0.008
-0.1	0.967	0.002	0.008
-0.103	0.933	0.002	0.008
-0.104	0.967	0.002	0.008
-0.105	0.967	0.002	0.008
-0.105	0.967	0.002	0.008
-0.105	0.933	0.002	0.008
-0.106	0.967	0.002	0.008
-0.107	0.967	0.002	0.008
-0.107	0.933	0.002	0.008
-0.109	0.967	0.002	0.008
-0.11	0.967	0.002	0.008
-0.113	0.967	0.002	0.008
-0.114	0.967	0.002	0.008
-0.114	0.967	0.002	0.008
-0.115	0.967	0.002	0.008
-0.116	0.933	0.002	0.008
-0.118	0.967	0.002	0.008
-0.119	0.967	0.002	0.008
-0.121	0.967	0.002	0.008
-0.121	0.967	0.002	0.008
-0.121	0.967	0.002	0.008
-0.125	0.933	0.002	0.008
-0.128	0.967	0.002	0.008
-0.131	0.967	0.002	0.008
-0.132	0.967	0.002	0.008
-0.14	0.967	0.002	0.008
-0.144	0.967	0.002	0.008
-0.151	0.967	0.002	0.008
-0.151	0.967	0.002	0.008
-0.159	0.967	0.002	0.008
-0.165	0.933	0.002	0.008
-0.166	0.967	0.002	0.008
-0.172	0.967	0.002	0.008
-0.174	0.967	0.002	0.008
-0.178	0.967	0.002	0.008
-0.188	0.967	0.002	0.008
-0.195	0.967	0.002	0.008
-0.198	0.967	0.002	0.008
-0.201	0.967	0.002	0.008
-0.201	0.967	0.002	0.008
-0.204	0.967	0.002	0.008
-0.21	0.967	0.002	0.008
-0.216	0.967	0.002	0.008
-0.217	0.967	0.002	0.008
-0.222	0.933	0.002	0.008
-0.227	0.967	0.002	0.008
-0.229	0.967	0.002	0.008
-0.231	0.967	0.002	0.008
-0.236	0.967	0.002	0.008
-0.241	0.967	0.002	0.008
-0.242	0.967	0.002	0.008
-0.242	0.967	0.002	0.008
-0.248	0.967	0.002	0.008
-0.251	0.967	0.002	0.008
-0.257	0.967	0.002	0.008
-0.262	0.967	0.002	0.008
-0.262	0.967	0.002	0.008
-0.269	0.967	0.002	0.008
-0.272	0.967	0.002	0.008
-0.276	0.967	0.002	0.008
-0.281	0.967	0.002	0.008
-0.285	0.967	0.002	0.008
-0.288	0.967	0.002	0.008
-0.29	0.967	0.002	0.008
-0.293	0.967	0.002	0.008
-0.296	0.967	0.002	0.008
-0.298	0.967	0.002	0.008
-0.304	0.967	0.002	0.008
-0.305	0.967	0.002	0.008
-0.315	0.967	0.002	0.008
-0.316	0.967	0.002	0.008
-0.322	0.967	0.002	0.008
-0.328	1.0	0.002	0.008
-0.329	0.967	0.002	0.008
-0.332	0.967	0.002	0.008
-0.333	0.967	0.002	0.008
-0.336	1.0	0.002	0.008
-0.336	0.933	0.002	0.008
-0.343	0.967	0.002	0.008
-0.35	0.967	0.002	0.008
-0.355	0.967	0.002	0.008
-0.358	0.967	0.002	0.008
-0.361	0.967	0.002	0.008
-0.364	0.967	0.002	0.008
-0.371	0.967	0.002	0.008
-0.373	0.967	0.002	0.008
-0.374	0.967	0.002	0.008
-0.377	0.967	0.002	0.008
-0.379	1.0	0.002	0.008
-0.385	0.967	0.002	0.008
